25.0,2.2202155590057373,-0.4350488781929016,-0.7113312482833862,3.0,2.870569130599985,0.1225890058016377,0.0,0.0,2.0,3.0,1.0,1.0
46.0,1.3640114068984985,-0.028716230764985085,-0.5863626003265381,7.0,4.31748811353631,0.14373422616773177,0.0,0.0,7.0,2.0,1.0,1.0
8.0,2.0215771198272705,-0.3938388526439667,1.0256162881851196,1.0,5.0106352940962555,0.6263294117620319,0.0,0.0,2.0,2.0,0.0,1.0
41.0,2.049893617630005,0.29043281078338623,0.6453403830528259,3.0,2.0928645620119766,0.08154785807720888,1.0,0.0,5.0,3.0,0.0,1.0
27.0,1.7154699563980103,1.2703781127929688,-0.37071362137794495,2.0,2.870569130599985,0.040320813252405246,0.0,0.0,5.0,2.0,-1.0,1.0
28.0,1.50228750705719,0.816257655620575,-0.1416143923997879,2.0,4.0943445622221,0.1670211764698752,1.0,0.0,4.0,3.0,-1.0,1.0
11.0,2.315833568572998,0.05509662255644798,1.8564026355743408,2.0,3.4011973816621555,0.06834660106665819,0.0,0.0,2.0,0.0,0.0,1.0
35.0,1.654331088066101,0.18503662943840027,-0.3304346799850464,2.0,3.138833117194664,0.03592049482413566,0.0,0.0,4.0,3.0,0.0,1.0
29.0,1.5903643369674683,0.8853613138198853,0.5519962310791016,2.0,3.0647251450409425,0.15879897193062387,0.0,0.0,2.0,4.0,0.0,1.0
9.0,1.319700002670288,0.2924933433532715,0.7464132905006409,1.0,3.4011973816621555,0.511685576220899,0.0,0.0,2.0,0.0,0.0,1.0
13.0,2.61441969871521,-0.11818667501211166,0.1790142059326172,2.0,3.624340932976365,0.2616305678201658,0.0,0.0,1.0,1.0,1.0,1.0
8.0,1.548517107963562,1.4311766624450684,0.2530110478401184,1.0,3.4011973816621555,0.5396860141920388,0.0,0.0,2.0,0.0,0.0,1.0
10.0,1.1626813411712646,0.37232083082199097,-2.5522301197052,1.0,2.7593434954897607,0.18325814637483104,0.0,0.0,3.0,1.0,0.0,1.0
12.0,1.6973248720169067,-0.5848374366760254,-0.9133555889129639,2.0,4.605170185988092,0.34119538018517503,0.0,0.0,2.0,1.0,1.0,1.0
31.0,1.7645280361175537,0.9298405051231384,-0.2519013583660126,3.0,4.31748811353631,0.09287045894063463,2.0,0.0,6.0,3.0,1.0,1.0
51.0,2.0957181453704834,0.37072640657424927,-1.0436538457870483,2.0,2.4849066497880004,0.009743582717588224,0.0,0.0,6.0,4.0,-1.0,1.0
13.0,-0.036990027874708176,1.199173927307129,-1.7833750247955322,2.0,4.605170185988092,0.16578395605517102,0.0,1.0,0.0,1.0,-1.0,1.0
61.0,1.455059289932251,0.4706762433052063,0.832278311252594,4.0,5.0106352940962555,0.014023823953193081,2.0,0.0,4.0,4.0,0.0,1.0
124.0,2.2602527141571045,-0.09580271691083908,0.8668822646141052,14.0,4.605170185988092,0.037673949579671094,8.0,0.0,2.0,13.0,0.0,1.0
56.0,1.4478015899658203,0.16913893818855286,0.9038869738578796,4.0,3.912023005428146,0.018096774623268724,0.0,0.0,9.0,0.0,0.0,1.0
26.0,1.5888277292251587,0.4958106279373169,-0.12470284104347229,3.0,4.605170185988092,0.12072435066133325,0.0,0.0,2.0,4.0,0.0,1.0
46.0,2.0009989738464355,0.05431590974330902,0.2800475060939789,4.0,3.624340932976365,0.08994766903200646,1.0,0.0,3.0,3.0,0.0,1.0
32.0,1.4100418090820312,0.5043823719024658,-1.2728887796401978,2.0,4.0943445622221,0.1349215035480097,0.0,0.0,2.0,1.0,-1.0,1.0
49.0,1.8897840976715088,0.5225319266319275,0.3153206706047058,5.0,4.31748811353631,0.035165952334077905,0.0,0.0,1.0,3.0,-1.0,1.0
22.0,1.7999968528747559,0.18043071031570435,0.35800158977508545,2.0,2.9311937524164198,0.020705113274874974,2.0,0.0,3.0,2.0,0.0,1.0
22.0,1.4657745361328125,1.3263704776763916,0.7142211198806763,2.0,2.207274913189721,0.022587396299863612,0.0,0.0,2.0,3.0,1.0,1.0
35.0,0.7525157928466797,1.3080065250396729,-1.6880733966827393,2.0,5.0106352940962555,0.10067613702712125,1.0,0.0,7.0,1.0,-1.0,1.0
13.0,1.4435533285140991,1.9473515748977661,1.1820460557937622,1.0,5.0106352940962555,0.08298535856707154,0.0,0.0,1.0,2.0,0.0,1.0
23.0,1.1968775987625122,1.1046353578567505,-0.0922977402806282,2.0,5.0106352940962555,0.027024516770747964,2.0,0.0,2.0,8.0,0.0,1.0
26.0,0.5496091246604919,2.0922465324401855,-0.22585035860538483,2.0,5.0106352940962555,0.38543348416125045,0.0,0.0,6.0,3.0,0.0,1.0
9.0,2.104703187942505,1.1365069150924683,0.7445505261421204,1.0,2.9311937524164198,0.31260119075111514,0.0,0.0,1.0,1.0,0.0,1.0
30.0,1.7093223333358765,0.43597060441970825,1.2122619152069092,2.0,1.0886619578149417,0.1670211764698752,0.0,0.0,2.0,4.0,0.0,1.0
43.0,1.704606294631958,0.6923280954360962,-0.37719881534576416,3.0,2.870569130599985,0.011556342292953475,0.0,0.0,5.0,1.0,0.0,1.0
